,schedule_season,team_home,score_home,score_away,team_away,team_favorite_id,spread_favorite,over_under_line,stadium
1228,2004,PHI,12,7,DAL,PHI,-11.5,45.0,Lincoln Financial Field
1229,2004,TB,17,21,NO,TB,-7.5,43.5,Raymond James Stadium
1230,2004,MIA,29,28,NE,NE,-10.0,44.0,Hard Rock Stadium
1231,2004,MIN,31,34,GB,MIN,-3.5,56.0,Mall of America Field
1232,2004,KC,31,30,LVR,KC,-9.5,60.0,Arrowhead Stadium
1233,2004,TEN,16,37,DEN,DEN,-4.0,50.5,Nissan Stadium
1234,2004,CIN,23,22,NYG,CIN,-6.5,46.5,Paul Brown Stadium
1235,2004,DAL,13,10,WAS,WAS,-2.5,35.0,Texas Stadium
1236,2004,DET,19,13,CHI,DET,-6.0,37.0,Ford Field
1237,2004,IND,34,31,LAC,IND,-7.0,56.0,RCA Dome
1238,2004,JAX,0,21,HOU,JAX,-6.5,36.5,TIAA Bank Field
1239,2004,MIA,10,7,CLE,MIA,-9.0,40.5,Hard Rock Stadium
1240,2004,NO,26,13,ATL,NO,-6.5,44.0,Mercedes-Benz Superdome
1241,2004,NYJ,7,23,NE,PICK,0.0,41.5,Giants Stadium
1242,2004,PIT,20,7,BAL,PIT,-5.0,34.0,Heinz Field
1243,2004,SF,7,41,BUF,BUF,-10.0,41.5,Candlestick Park
1244,2004,SEA,24,21,ARI,SEA,-7.0,44.0,CenturyLink Field
1245,2004,TB,20,37,CAR,TB,-1.5,39.0,Raymond James Stadium
1246,2004,LAR,20,7,PHI,LAR,-4.0,42.5,Edward Jones Dome
1247,2004,ARI,12,7,TB,ARI,-4.0,38.5,University of Phoenix Stadium
1248,2004,BAL,30,23,MIA,BAL,-11.0,33.0,M&T Bank Stadium
1249,2004,BUF,24,29,PIT,BUF,-9.5,33.0,New Era Field
1250,2004,CAR,18,21,NO,CAR,-7.0,46.0,Bank of America Stadium
1251,2004,CHI,14,31,GB,CHI,-3.0,34.0,Soldier Field
1252,2004,DEN,33,14,IND,DEN,-10.0,44.0,Sports Authority Field at Mile High
1253,2004,HOU,14,22,CLE,HOU,-10.0,41.0,NRG Stadium
1254,2004,NE,21,7,SF,NE,-13.0,37.0,Gillette Stadium
1255,2004,NYG,28,24,DAL,NYG,-1.0,38.5,Giants Stadium
1256,2004,LVR,6,13,JAX,JAX,-2.5,43.0,Oakland Coliseum
1257,2004,PHI,10,38,CIN,CIN,-4.0,37.5,Lincoln Financial Field
1258,2004,LAC,24,17,KC,KC,-6.5,51.5,Qualcomm Stadium
1259,2004,SEA,28,26,ATL,SEA,-5.5,41.0,CenturyLink Field
1260,2004,LAR,32,29,NYJ,NYJ,-3.5,46.0,Edward Jones Dome
1261,2004,TEN,24,19,DET,DET,-2.5,45.5,Nissan Stadium
1262,2004,WAS,21,18,MIN,MIN,-4.0,41.0,FedEx Field
1263,2005,NE,30,20,LVR,NE,-7.5,50.0,Gillette Stadium
1264,2005,BAL,7,24,IND,IND,-3.0,47.0,M&T Bank Stadium
1265,2005,BUF,22,7,HOU,BUF,-4.5,39.0,New Era Field
1266,2005,CAR,20,23,NO,CAR,-6.5,45.5,Bank of America Stadium
1267,2005,CLE,13,27,CIN,CIN,-3.5,44.5,FirstEnergy Stadium
1268,2005,DET,17,3,GB,DET,-3.0,46.0,Ford Field
1269,2005,JAX,26,14,SEA,JAX,-3.0,40.0,TIAA Bank Field
1270,2005,KC,27,7,NYJ,KC,-3.0,48.5,Arrowhead Stadium
1271,2005,MIA,34,10,DEN,DEN,-4.5,38.5,Hard Rock Stadium
1272,2005,MIN,13,24,TB,MIN,-6.0,43.5,Mall of America Field
1273,2005,NYG,42,19,ARI,NYG,-1.5,37.5,Giants Stadium
1274,2005,PIT,34,7,TEN,PIT,-7.0,40.5,Heinz Field
1275,2005,LAC,24,28,DAL,LAC,-5.0,41.0,Qualcomm Stadium
1276,2005,SF,28,25,LAR,LAR,-4.5,46.0,Candlestick Park
1277,2005,WAS,9,7,CHI,WAS,-6.0,33.0,FedEx Field
1278,2005,ATL,14,10,PHI,PHI,-2.0,41.5,Georgia Dome
1279,2005,ARI,12,17,LAR,LAR,-1.0,44.0,University of Phoenix Stadium
1280,2005,CAR,27,17,NE,NE,-3.0,44.0,Bank of America Stadium
1281,2005,CHI,38,6,DET,DET,-2.5,34.0,Soldier Field
1282,2005,CIN,37,8,MIN,CIN,-3.0,47.0,Paul Brown Stadium
1283,2005,DEN,20,17,LAC,DEN,-3.0,44.0,Sports Authority Field at Mile High
1284,2005,GB,24,26,CLE,GB,-7.0,43.0,Lambeau Field
1285,2005,HOU,7,27,PIT,PIT,-4.5,39.5,NRG Stadium
1286,2005,IND,10,3,JAX,IND,-9.0,46.0,RCA Dome
1287,2005,NYJ,17,7,MIA,NYJ,-6.0,37.0,Giants Stadium
1288,2005,LVR,17,23,KC,KC,-1.5,53.0,Oakland Coliseum
1289,2005,PHI,42,3,SF,PHI,-11.5,43.0,Lincoln Financial Field
1290,2005,SEA,21,18,ATL,SEA,-1.0,41.5,CenturyLink Field
1291,2005,TB,19,3,BUF,TB,-2.5,35.0,Raymond James Stadium
1292,2005,TEN,25,10,BAL,BAL,-3.5,36.0,Nissan Stadium
1293,2005,DAL,13,14,WAS,DAL,-6.0,36.0,Texas Stadium
1294,2005,NYG,27,10,NO,NYG,-3.0,43.0,Giants Stadium
1295,2005,BUF,16,24,ATL,BUF,-3.0,36.0,New Era Field
1296,2005,CHI,7,24,CIN,CIN,-3.0,39.0,Soldier Field
1297,2005,GB,16,17,TB,TB,-3.0,38.0,Lambeau Field
1298,2005,IND,13,6,CLE,IND,-13.5,47.0,RCA Dome
1299,2005,MIA,27,24,CAR,CAR,-3.5,37.5,Hard Rock Stadium
1300,2005,MIN,33,16,NO,MIN,-3.5,44.5,Mall of America Field
1301,2005,NYJ,20,26,JAX,NYJ,-2.5,34.5,Giants Stadium
1302,2005,PHI,23,20,LVR,PHI,-8.5,47.0,Lincoln Financial Field
1303,2005,PIT,20,23,NE,PIT,-3.0,41.5,Heinz Field
1304,2005,LAC,45,23,NYG,LAC,-5.5,42.5,Qualcomm Stadium
1305,2005,SF,31,34,DAL,DAL,-6.5,41.0,Candlestick Park
1306,2005,SEA,37,12,ARI,SEA,-6.5,42.0,CenturyLink Field
1307,2005,LAR,31,27,TEN,LAR,-6.5,46.0,Edward Jones Dome
1308,2005,DEN,30,10,KC,DEN,-2.5,49.0,Sports Authority Field at Mile High
1309,2005,ATL,30,10,MIN,ATL,-6.0,44.5,Georgia Dome
1310,2005,BAL,13,3,NYJ,BAL,-7.5,31.5,M&T Bank Stadium
1311,2005,CIN,16,10,HOU,CIN,-9.5,41.5,Paul Brown Stadium
1312,2005,JAX,7,20,DEN,JAX,-4.0,37.5,TIAA Bank Field
1313,2005,KC,31,37,PHI,KC,-2.5,46.5,Arrowhead Stadium
1314,2005,NE,17,41,LAC,NE,-5.5,47.0,Gillette Stadium
1315,2005,NYG,44,24,LAR,NYG,-3.0,46.0,Giants Stadium
1316,2005,LVR,19,13,DAL,LVR,-3.0,46.0,Oakland Coliseum
1317,2005,TB,17,13,DET,TB,-6.5,35.0,Raymond James Stadium
1318,2005,TEN,10,31,IND,IND,-7.0,45.0,Nissan Stadium
1319,2005,WAS,20,17,SEA,WAS,-2.0,37.0,FedEx Field
1320,2005,CAR,32,29,GB,CAR,-3.0,43.0,Bank of America Stadium
1321,2005,ARI,20,24,CAR,CAR,-3.0,42.0,University of Phoenix Stadium
1322,2005,ATL,28,31,NE,ATL,-2.5,43.5,Georgia Dome
1323,2005,BUF,20,14,MIA,BUF,-2.5,33.0,New Era Field
1324,2005,CLE,20,10,CHI,CLE,-3.0,35.0,FirstEnergy Stadium
1325,2005,DAL,33,10,PHI,PHI,-3.5,44.0,Texas Stadium
1326,2005,DEN,21,19,WAS,DEN,-7.0,34.5,Sports Authority Field at Mile High
1327,2005,DET,35,17,BAL,DET,-2.0,33.0,Ford Field
1328,2005,GB,52,3,NO,GB,-3.0,41.0,Lambeau Field
1329,2005,HOU,20,34,TEN,HOU,-1.5,40.5,NRG Stadium
1330,2005,JAX,23,20,CIN,JAX,-3.0,38.0,TIAA Bank Field
1331,2005,NYJ,14,12,TB,TB,-3.5,32.0,Giants Stadium
1332,2005,SF,3,28,IND,IND,-14.0,47.0,Candlestick Park
1333,2005,LAR,31,37,SEA,LAR,-3.0,48.0,Edward Jones Dome
1334,2005,LAC,22,24,PIT,LAC,-3.0,45.5,Qualcomm Stadium
1335,2005,BAL,16,3,CLE,BAL,-4.0,33.5,M&T Bank Stadium
1336,2005,BUF,27,17,NYJ,BUF,-3.0,33.0,New Era Field
1337,2005,CHI,28,3,MIN,CHI,-2.0,37.5,Soldier Field
1338,2005,DAL,16,13,NYG,DAL,-3.5,45.5,Texas Stadium
1339,2005,DEN,28,20,NE,DEN,-3.0,44.0,Sports Authority Field at Mile High
1340,2005,DET,20,21,CAR,PICK,0.0,42.0,Ford Field
1341,2005,KC,28,21,WAS,KC,-6.5,42.5,Arrowhead Stadium
1342,2005,LVR,14,27,LAC,PICK,0.0,50.5,Oakland Coliseum
1343,2005,PIT,17,23,JAX,PIT,-5.0,36.0,Heinz Field
1344,2005,SEA,42,10,HOU,SEA,-8.5,45.5,CenturyLink Field
1345,2005,TB,27,13,MIA,TB,-4.5,33.0,Raymond James Stadium
1346,2005,TEN,23,31,CIN,CIN,-3.0,44.5,Nissan Stadium
1347,2005,IND,45,28,LAR,IND,-13.0,50.5,RCA Dome
1348,2005,MIA,20,30,KC,KC,-1.0,42.5,Hard Rock Stadium
1349,2005,ARI,20,10,TEN,ARI,-3.0,45.0,University of Phoenix Stadium
1350,2005,CHI,10,6,BAL,CHI,-1.0,32.0,Soldier Field
1351,2005,CIN,13,27,PIT,CIN,-3.0,43.0,Paul Brown Stadium
1352,2005,CLE,10,13,DET,CLE,-3.0,36.0,FirstEnergy Stadium
1353,2005,HOU,20,38,IND,IND,-14.5,44.5,NRG Stadium
1354,2005,MIN,23,20,GB,MIN,-2.0,46.0,Mall of America Field
1355,2005,NYG,24,23,DEN,NYG,-2.0,46.5,Giants Stadium
1356,2005,LVR,38,17,BUF,LVR,-3.0,42.0,Oakland Coliseum
1357,2005,PHI,20,17,LAC,PHI,-4.0,47.0,Lincoln Financial Field
1358,2005,SEA,13,10,DAL,SEA,-3.0,45.5,CenturyLink Field
1359,2005,LAR,28,17,NO,LAR,-5.0,50.0,Edward Jones Dome
1360,2005,WAS,52,17,SF,WAS,-11.5,38.0,FedEx Field
1361,2005,ATL,27,14,NYJ,ATL,-7.5,41.0,Georgia Dome
1362,2005,CAR,38,13,MIN,CAR,-8.0,44.0,Bank of America Stadium
1363,2005,CIN,21,14,GB,CIN,-7.0,46.0,Paul Brown Stadium
1364,2005,DAL,34,13,ARI,DAL,-7.0,41.0,Texas Stadium
1365,2005,DEN,49,21,PHI,DEN,-3.0,44.0,Sports Authority Field at Mile High
1366,2005,DET,13,19,CHI,DET,-3.0,32.5,Ford Field
1367,2005,HOU,19,16,CLE,HOU,-2.0,37.5,NRG Stadium
1368,2005,NE,21,16,BUF,NE,-7.0,43.5,Gillette Stadium
1369,2005,NO,6,21,MIA,NO,-2.0,41.0,Tiger Stadium (LSU)
1370,2005,NYG,36,0,WAS,NYG,-3.0,41.0,Giants Stadium
1371,2005,LAC,28,20,KC,LAC,-5.0,51.0,Qualcomm Stadium
1372,2005,SF,15,10,TB,TB,-11.5,37.0,Candlestick Park
1373,2005,LAR,24,21,JAX,JAX,-3.0,43.0,Edward Jones Dome
1374,2005,TEN,25,34,LVR,LVR,-2.0,46.0,Nissan Stadium
1375,2005,PIT,20,19,BAL,PIT,-8.5,33.0,Heinz Field
1376,2005,ARI,19,33,SEA,SEA,-4.5,44.0,University of Phoenix Stadium
1377,2005,BAL,9,21,CIN,CIN,-3.5,36.0,M&T Bank Stadium
1378,2005,CLE,20,14,TEN,CLE,-3.0,39.0,FirstEnergy Stadium
1379,2005,GB,10,20,PIT,PIT,-6.5,42.0,Lambeau Field
1380,2005,JAX,21,14,HOU,JAX,-11.0,37.5,TIAA Bank Field
1381,2005,KC,27,23,LVR,KC,-4.5,51.5,Arrowhead Stadium
1382,2005,MIA,10,17,ATL,ATL,-2.0,39.5,Hard Rock Stadium
1383,2005,MIN,27,14,DET,DET,-1.5,37.5,Mall of America Field
1384,2005,NO,17,20,CHI,CHI,-2.5,34.5,Tiger Stadium (LSU)
1385,2005,NYJ,26,31,LAC,LAC,-5.5,41.5,Giants Stadium
1386,2005,SF,6,24,NYG,NYG,-9.5,42.0,Candlestick Park
1387,2005,TB,14,34,CAR,PICK,0.0,36.5,Raymond James Stadium
1388,2005,WAS,17,10,PHI,PICK,0.0,41.0,FedEx Field
1389,2005,NE,21,40,IND,IND,-3.0,46.5,Gillette Stadium
1390,2005,ATL,25,33,GB,ATL,-9.5,42.0,Georgia Dome
1391,2005,BUF,14,3,KC,BUF,-2.5,42.5,New Era Field
1392,2005,CAR,30,3,NYJ,CAR,-9.5,40.5,Bank of America Stadium
1393,2005,CHI,17,9,SF,CHI,-12.0,33.0,Soldier Field
1394,2005,DET,29,21,ARI,DET,-4.0,40.0,Ford Field
1395,2005,IND,31,17,HOU,IND,-17.0,45.0,RCA Dome
1396,2005,JAX,30,3,BAL,JAX,-8.0,34.0,TIAA Bank Field
1397,2005,MIA,16,23,NE,NE,-2.5,40.0,Hard Rock Stadium
1398,2005,NYG,21,24,MIN,NYG,-10.0,45.0,Giants Stadium
1399,2005,LVR,17,31,DEN,DEN,-2.5,47.0,Oakland Coliseum
1400,2005,PIT,34,21,CLE,PIT,-7.5,34.5,Heinz Field
1401,2005,SEA,31,16,LAR,SEA,-7.0,48.5,CenturyLink Field
1402,2005,TB,36,35,WAS,WAS,-1.0,34.0,Raymond James Stadium
1403,2005,PHI,20,21,DAL,PHI,-3.0,40.0,Lincoln Financial Field
1404,2005,ATL,27,30,TB,ATL,-6.0,38.0,Georgia Dome
1405,2005,BAL,16,13,PIT,PIT,-4.0,34.5,M&T Bank Stadium
1406,2005,CHI,13,3,CAR,CAR,-3.0,34.5,Soldier Field
1407,2005,CIN,37,45,IND,IND,-4.5,48.5,Paul Brown Stadium
1408,2005,CLE,22,0,MIA,CLE,-2.5,34.5,FirstEnergy Stadium
1409,2005,DAL,20,7,DET,DAL,-8.0,39.0,Texas Stadium
1410,2005,DEN,27,0,NYJ,DEN,-13.0,41.0,Sports Authority Field at Mile High
1411,2005,HOU,17,45,KC,KC,-6.5,44.5,NRG Stadium
1412,2005,NE,24,17,NO,NE,-10.0,45.0,Gillette Stadium
1413,2005,NYG,27,17,PHI,NYG,-3.5,43.0,Giants Stadium
1414,2005,LAC,48,10,BUF,LAC,-9.0,42.0,Qualcomm Stadium
1415,2005,SF,25,27,SEA,SEA,-12.0,42.5,Candlestick Park
1416,2005,LAR,28,38,ARI,LAR,-9.0,48.0,Edward Jones Dome
1417,2005,TEN,28,31,JAX,JAX,-4.0,38.0,Nissan Stadium
1418,2005,WAS,13,16,LVR,WAS,-6.0,42.0,FedEx Field
1419,2005,GB,17,20,MIN,GB,-3.5,45.0,Lambeau Field
1420,2005,DAL,21,24,DEN,DAL,-1.5,41.0,Texas Stadium
1421,2005,DET,7,27,ATL,ATL,-3.0,40.5,Ford Field
1422,2005,ARI,17,24,JAX,JAX,-3.5,41.5,University of Phoenix Stadium
1423,2005,BUF,9,13,CAR,CAR,-4.0,36.5,New Era Field
1424,2005,CIN,42,29,BAL,CIN,-9.0,36.5,Paul Brown Stadium
1425,2005,HOU,27,33,LAR,LAR,-3.5,44.5,NRG Stadium
1426,2005,KC,26,16,NE,KC,-3.0,51.0,Arrowhead Stadium
1427,2005,MIN,24,12,CLE,MIN,-3.5,40.0,Mall of America Field
1428,2005,NYJ,19,21,NO,NO,-1.0,37.0,Giants Stadium
1429,2005,LVR,21,33,MIA,LVR,-7.0,42.5,Oakland Coliseum
1430,2005,PHI,19,14,GB,PHI,-3.5,41.5,Lincoln Financial Field
1431,2005,SEA,24,21,NYG,SEA,-5.5,47.5,CenturyLink Field
1432,2005,TB,10,13,CHI,TB,-3.0,33.0,Raymond James Stadium
1433,2005,TEN,33,22,SF,TEN,-7.0,42.5,Nissan Stadium
1434,2005,WAS,17,23,LAC,LAC,-3.0,44.0,FedEx Field
1435,2005,IND,26,7,PIT,IND,-8.0,47.0,RCA Dome
1436,2005,BAL,16,15,HOU,BAL,-7.0,37.0,M&T Bank Stadium
1437,2005,CAR,24,6,ATL,CAR,-3.0,43.5,Bank of America Stadium
1438,2005,CHI,19,7,GB,CHI,-7.0,32.0,Soldier Field
1439,2005,CLE,14,20,JAX,JAX,-3.0,36.5,FirstEnergy Stadium
1440,2005,DET,16,21,MIN,MIN,-3.0,38.0,Ford Field
1441,2005,IND,35,3,TEN,IND,-14.0,47.5,RCA Dome
1442,2005,KC,31,27,DEN,PICK,0.0,47.0,Arrowhead Stadium
1443,2005,MIA,24,23,BUF,MIA,-3.0,35.5,Hard Rock Stadium
1444,2005,NE,16,3,NYJ,NE,-7.5,42.5,Gillette Stadium
1445,2005,NO,3,10,TB,TB,-3.5,39.0,Tiger Stadium (LSU)
1446,2005,NYG,17,10,DAL,NYG,-3.0,41.0,Giants Stadium
1447,2005,PIT,31,38,CIN,PIT,-4.0,43.0,Heinz Field
1448,2005,LAC,34,10,LVR,LAC,-10.0,50.5,Qualcomm Stadium
1449,2005,SF,10,17,ARI,ARI,-3.0,43.5,Candlestick Park
1450,2005,LAR,9,24,WAS,WAS,-3.0,45.0,Edward Jones Dome
1451,2005,PHI,0,42,SEA,SEA,-3.0,44.0,Lincoln Financial Field
1452,2005,ARI,13,17,WAS,WAS,-3.0,41.5,University of Phoenix Stadium
1453,2005,BUF,7,35,NE,NE,-3.5,38.0,New Era Field
1454,2005,CAR,10,20,TB,CAR,-5.5,37.0,Bank of America Stadium
1455,2005,CIN,23,20,CLE,CIN,-12.5,41.5,Paul Brown Stadium
1456,2005,DAL,31,28,KC,DAL,-3.0,44.0,Texas Stadium
1457,2005,DEN,12,10,BAL,DEN,-14.0,40.5,Sports Authority Field at Mile High
1458,2005,GB,16,13,DET,GB,-5.5,37.0,Lambeau Field
1459,2005,JAX,18,26,IND,IND,-7.5,43.0,TIAA Bank Field
1460,2005,MIN,27,13,LAR,MIN,-7.0,45.5,Mall of America Field
1461,2005,NYJ,26,10,LVR,LVR,-3.0,37.5,Giants Stadium
1462,2005,PHI,23,26,NYG,NYG,-3.0,40.0,Lincoln Financial Field
1463,2005,PIT,21,9,CHI,PIT,-4.0,32.0,Heinz Field
1464,2005,LAC,21,23,MIA,LAC,-13.5,45.0,Qualcomm Stadium
1465,2005,SEA,41,3,SF,SEA,-15.5,45.0,CenturyLink Field
1466,2005,TEN,13,10,HOU,TEN,-6.5,44.0,Nissan Stadium
1467,2005,ATL,36,17,NO,ATL,-10.0,44.0,Georgia Dome
1468,2005,BUF,17,28,DEN,DEN,-8.0,35.0,New Era Field
1469,2005,NE,28,0,TB,NE,-4.5,36.0,Gillette Stadium
1470,2005,NYG,27,17,KC,NYG,-3.0,45.5,Giants Stadium
1471,2005,CHI,16,3,ATL,CHI,-3.0,30.5,Soldier Field
1472,2005,DET,17,41,CIN,CIN,-7.5,44.0,Ford Field
1473,2005,HOU,30,19,ARI,ARI,-1.0,43.5,NRG Stadium
1474,2005,IND,17,26,LAC,IND,-7.5,51.0,RCA Dome
1475,2005,JAX,10,9,SF,JAX,-14.5,39.5,TIAA Bank Field
1476,2005,MIA,24,20,NYJ,MIA,-7.5,35.5,Hard Rock Stadium
1477,2005,MIN,3,18,PIT,PIT,-3.0,41.5,Mall of America Field
1478,2005,NO,10,27,CAR,CAR,-7.0,40.5,Tiger Stadium (LSU)
1479,2005,LVR,7,9,CLE,LVR,-3.0,40.5,Oakland Coliseum
1480,2005,LAR,16,17,PHI,LAR,-3.0,44.0,Edward Jones Dome
1481,2005,TEN,24,28,SEA,SEA,-7.5,45.0,Nissan Stadium
1482,2005,WAS,35,7,DAL,WAS,-3.0,36.0,FedEx Field
1483,2005,BAL,48,3,GB,BAL,-3.5,33.0,M&T Bank Stadium
1484,2005,ARI,27,21,PHI,ARI,-1.0,39.5,University of Phoenix Stadium
1485,2005,CAR,20,24,DAL,CAR,-5.5,38.5,Bank of America Stadium
1486,2005,CIN,27,37,BUF,CIN,-13.0,44.0,Paul Brown Stadium
1487,2005,CLE,0,41,PIT,PIT,-7.0,33.0,FirstEnergy Stadium
1488,2005,DEN,22,3,LVR,DEN,-12.5,42.5,Sports Authority Field at Mile High
1489,2005,HOU,20,38,JAX,JAX,-6.0,38.0,NRG Stadium
1490,2005,KC,20,7,LAC,KC,-1.0,49.5,Arrowhead Stadium
1491,2005,MIA,24,10,TEN,MIA,-5.5,43.0,Hard Rock Stadium
1492,2005,SEA,28,13,IND,SEA,-7.0,47.0,CenturyLink Field
1493,2005,LAR,20,24,SF,LAR,-9.0,42.0,Edward Jones Dome
1494,2005,TB,27,24,ATL,TB,-3.0,37.5,Raymond James Stadium
1495,2005,WAS,35,20,NYG,WAS,-3.0,38.0,FedEx Field
1496,2005,BAL,30,23,MIN,BAL,-2.5,34.0,M&T Bank Stadium
1497,2005,GB,17,24,CHI,CHI,-7.0,31.0,Lambeau Field
1498,2005,NYJ,21,31,NE,NE,-4.0,37.5,Giants Stadium
1499,2005,LVR,21,30,NYG,NYG,-7.5,44.0,Oakland Coliseum
1500,2005,LAC,7,23,DEN,LAC,-7.0,44.0,Qualcomm Stadium
1501,2005,ATL,11,44,CAR,CAR,-3.5,42.0,Georgia Dome
1502,2005,CLE,20,16,BAL,BAL,-3.0,37.0,FirstEnergy Stadium
1503,2005,DAL,10,20,LAR,DAL,-12.5,43.0,Texas Stadium
1504,2005,GB,23,17,SEA,GB,-3.0,40.5,Lambeau Field
1505,2005,IND,17,13,ARI,IND,-6.0,43.5,RCA Dome
1506,2005,JAX,40,13,TEN,JAX,-4.0,38.0,TIAA Bank Field
1507,2005,KC,37,3,CIN,KC,-7.5,47.0,Arrowhead Stadium
1508,2005,MIN,34,10,CHI,MIN,-3.0,35.0,Mall of America Field
1509,2005,NE,26,28,MIA,NE,-3.0,37.0,Gillette Stadium
1510,2005,NYJ,30,26,BUF,NYJ,-1.5,37.5,Giants Stadium
1511,2005,PHI,20,31,WAS,WAS,-7.0,37.0,Lincoln Financial Field
1512,2005,PIT,35,21,DET,PIT,-15.5,35.5,Heinz Field
1513,2005,SF,20,17,HOU,HOU,-1.0,37.5,Candlestick Park
1514,2005,TB,27,13,NO,TB,-13.0,37.5,Raymond James Stadium
1515,2006,PIT,28,17,MIA,PIT,-1.5,34.5,Heinz Field
1516,2006,ARI,34,27,SF,ARI,-9.5,44.0,University of Phoenix Stadium
1517,2006,CAR,6,20,ATL,CAR,-4.5,39.0,Bank of America Stadium
1518,2006,CLE,14,19,NO,CLE,-3.0,36.0,FirstEnergy Stadium
1519,2006,DET,6,9,SEA,SEA,-6.0,44.0,Ford Field
1520,2006,GB,0,26,CHI,CHI,-3.5,35.0,Lambeau Field
1521,2006,HOU,10,24,PHI,PHI,-6.0,37.0,NRG Stadium
1522,2006,JAX,24,17,DAL,DAL,-2.5,36.5,TIAA Bank Field
1523,2006,KC,10,23,CIN,CIN,-1.5,49.5,Arrowhead Stadium
1524,2006,NE,19,17,BUF,NE,-10.0,41.0,Gillette Stadium
1525,2006,NYG,21,26,IND,IND,-3.0,47.5,Giants Stadium
1526,2006,LAR,18,10,DEN,DEN,-3.5,46.0,Edward Jones Dome
1527,2006,TB,0,27,BAL,TB,-3.0,33.0,Raymond James Stadium
1528,2006,TEN,16,23,NYJ,TEN,-2.5,35.0,Nissan Stadium
1529,2006,LVR,0,27,LAC,LAC,-3.0,41.5,Oakland Coliseum
1530,2006,WAS,16,19,MIN,WAS,-4.0,35.5,FedEx Field
1531,2006,ATL,14,3,TB,ATL,-4.5,36.0,Georgia Dome
1532,2006,BAL,28,6,LVR,BAL,-13.0,34.0,M&T Bank Stadium
1533,2006,CHI,34,7,DET,CHI,-7.0,32.0,Soldier Field
1534,2006,CIN,34,17,CLE,CIN,-10.5,40.5,Paul Brown Stadium
1535,2006,DAL,27,10,WAS,DAL,-7.0,37.0,Texas Stadium
1536,2006,DEN,9,6,KC,DEN,-11.0,38.0,Sports Authority Field at Mile High
1537,2006,GB,27,34,NO,NO,-1.0,40.5,Lambeau Field
1538,2006,IND,43,24,HOU,IND,-12.5,47.0,RCA Dome
1539,2006,MIA,6,16,BUF,MIA,-6.5,37.0,Hard Rock Stadium
1540,2006,MIN,16,13,CAR,MIN,-2.0,37.5,Mall of America Field
1541,2006,NYJ,17,24,NE,NE,-6.0,38.5,Giants Stadium
1542,2006,PHI,24,30,NYG,PHI,-3.0,42.0,Lincoln Financial Field
1543,2006,LAC,40,7,TEN,LAC,-12.0,38.5,Qualcomm Stadium
1544,2006,SF,20,13,LAR,LAR,-3.0,44.5,Candlestick Park
1545,2006,SEA,21,10,ARI,SEA,-7.0,48.0,CenturyLink Field
1546,2006,JAX,9,0,PIT,PIT,-2.5,36.5,TIAA Bank Field
1547,2006,ARI,14,16,LAR,ARI,-5.5,45.0,University of Phoenix Stadium
1548,2006,BUF,20,28,NYJ,BUF,-6.0,33.0,New Era Field
1549,2006,CLE,14,15,BAL,BAL,-6.5,33.0,FirstEnergy Stadium
1550,2006,DET,24,31,GB,DET,-6.5,41.0,Ford Field
1551,2006,HOU,15,31,WAS,WAS,-3.5,37.5,NRG Stadium
1552,2006,IND,21,14,JAX,IND,-6.5,41.5,RCA Dome
1553,2006,MIA,13,10,TEN,MIA,-10.5,36.0,Hard Rock Stadium
1554,2006,MIN,16,19,CHI,CHI,-3.5,35.0,Mall of America Field
1555,2006,NE,7,17,DEN,NE,-6.5,38.5,Gillette Stadium
1556,2006,PIT,20,28,CIN,PIT,-2.0,42.0,Heinz Field
1557,2006,SF,24,38,PHI,PHI,-6.0,42.5,Candlestick Park
1558,2006,SEA,42,30,NYG,SEA,-4.0,43.0,CenturyLink Field
1559,2006,TB,24,26,CAR,CAR,-3.0,33.5,Raymond James Stadium
1560,2006,NO,23,3,ATL,ATL,-4.0,45.0,Mercedes-Benz Superdome
1561,2006,ATL,32,10,ARI,ATL,-7.5,42.0,Georgia Dome
1562,2006,BAL,16,13,LAC,LAC,-1.0,33.5,M&T Bank Stadium
1563,2006,BUF,17,12,MIN,BUF,-1.0,34.5,New Era Field
1564,2006,CAR,21,18,NO,CAR,-7.5,41.0,Bank of America Stadium
1565,2006,CHI,37,6,SEA,CHI,-3.5,37.0,Soldier Field
1566,2006,CIN,13,38,NE,CIN,-6.0,46.0,Paul Brown Stadium
1567,2006,HOU,17,15,MIA,MIA,-4.0,40.0,NRG Stadium
1568,2006,KC,41,0,SF,KC,-7.0,39.5,Arrowhead Stadium
1569,2006,NYJ,28,31,IND,IND,-8.0,46.0,Giants Stadium
1570,2006,LVR,21,24,CLE,CLE,-2.5,33.5,Oakland Coliseum
1571,2006,LAR,41,34,DET,LAR,-5.0,42.5,Edward Jones Dome
1572,2006,TEN,14,45,DAL,DAL,-9.5,37.0,Nissan Stadium
1573,2006,WAS,36,30,JAX,JAX,-3.0,34.0,FedEx Field
1574,2006,PHI,31,9,GB,PHI,-11.5,49.5,Lincoln Financial Field
1575,2006,ARI,20,23,KC,KC,-3.5,40.0,University of Phoenix Stadium
1576,2006,CAR,20,12,CLE,CAR,-7.5,38.0,Bank of America Stadium
1577,2006,CHI,40,7,BUF,CHI,-9.5,34.5,Soldier Field
1578,2006,GB,20,23,LAR,LAR,-2.5,46.5,Lambeau Field
1579,2006,IND,14,13,TEN,IND,-18.0,47.5,RCA Dome
