schedule_season,team_home,score_home,score_away,team_away,team_favorite_id,spread_favorite,over_under_line,stadium
2010,LVR,23,20,KC,PICK,0,41,Oakland Coliseum
2010,PHI,26,24,IND,PHI,-3,47,Lincoln Financial Field
2010,SEA,7,41,NYG,NYG,-7.5,40.5,CenturyLink Field
2010,CIN,21,27,PIT,PIT,-5.5,41.5,Paul Brown Stadium
2010,ATL,26,21,BAL,ATL,-1,44,Georgia Dome
2010,ARI,18,36,SEA,ARI,-4,41.5,University of Phoenix Stadium
2010,BUF,14,12,DET,BUF,-1.5,45,New Era Field
2010,CHI,27,13,MIN,MIN,-1,41.5,Soldier Field
2010,CLE,20,26,NYJ,NYJ,-3.5,37,FirstEnergy Stadium
2010,DEN,49,29,KC,KC,-1,44.5,Sports Authority Field at Mile High
2010,IND,23,17,CIN,IND,-7,47,Lucas Oil Stadium
2010,JAX,31,24,HOU,PICK,0,48.5,TIAA Bank Field
2010,MIA,29,17,TEN,MIA,-1,43,Hard Rock Stadium
2010,NYG,20,33,DAL,NYG,-12.5,46.5,MetLife Stadium
2010,PIT,26,39,NE,PIT,-4.5,45,Heinz Field
2010,SF,23,20,LAR,SF,-4.5,39,Candlestick Park
2010,TB,31,16,CAR,TB,-7,37,Raymond James Stadium
2010,WAS,28,59,PHI,PHI,-3.5,43.5,FedEx Field
2010,MIA,0,16,CHI,MIA,-2,40,Hard Rock Stadium
2010,CAR,13,37,BAL,BAL,-13.5,37,Bank of America Stadium
2010,CIN,31,49,BUF,CIN,-4,41,Paul Brown Stadium
2010,DAL,35,19,DET,DAL,-7,44.5,AT&T Stadium
2010,JAX,24,20,CLE,JAX,-2.5,43,TIAA Bank Field
2010,KC,31,13,ARI,KC,-7,45,Arrowhead Stadium
2010,MIN,3,31,GB,GB,-3,45,Mall of America Field
2010,NE,31,28,IND,NE,-4.5,50,Gillette Stadium
2010,NO,34,19,SEA,NO,-11,45,Mercedes-Benz Superdome
2010,NYJ,30,27,HOU,NYJ,-6.5,46,MetLife Stadium
2010,PHI,27,17,NYG,PHI,-3.5,48,Lincoln Financial Field
2010,PIT,35,3,LVR,PIT,-7,41,Heinz Field
2010,SF,0,21,TB,SF,-3.5,41.5,Candlestick Park
2010,LAR,17,34,ATL,ATL,-3.5,43.5,Edward Jones Dome
2010,TEN,16,19,WAS,TEN,-7,44.5,Nissan Stadium
2010,LAC,35,14,DEN,LAC,-9,50,Qualcomm Stadium
2010,DAL,27,30,NO,NO,-4.5,49,AT&T Stadium
2010,DET,24,45,NE,NE,-7.5,50.5,Ford Field
2010,NYJ,26,10,CIN,NYJ,-9.5,43.5,MetLife Stadium
2010,ATL,20,17,GB,ATL,-2,48,Georgia Dome
2010,BAL,17,10,TB,BAL,-7.5,41.5,M&T Bank Stadium
2010,BUF,16,19,PIT,PIT,-7,44,New Era Field
2010,CHI,31,26,PHI,PHI,-3.5,43,Soldier Field
2010,CLE,24,23,CAR,CLE,-7.5,37.5,FirstEnergy Stadium
2010,DEN,33,36,LAR,DEN,-3,45,Sports Authority Field at Mile High
2010,HOU,20,0,TEN,HOU,-5,46.5,NRG Stadium
2010,IND,14,36,LAC,IND,-2,51,Lucas Oil Stadium
2010,NYG,24,20,JAX,NYG,-7.5,44,MetLife Stadium
2010,LVR,17,33,MIA,LVR,-3,38,Oakland Coliseum
2010,SEA,24,42,KC,KC,-2,45,CenturyLink Field
2010,WAS,13,17,MIN,MIN,-2.5,44,FedEx Field
2010,ARI,6,27,SF,SF,-2,42,University of Phoenix Stadium
2010,PHI,34,24,HOU,PHI,-8,49.5,Lincoln Financial Field
2010,ARI,6,19,LAR,LAR,-3.5,44,University of Phoenix Stadium
2010,BAL,10,13,PIT,BAL,-3,39,M&T Bank Stadium
2010,CIN,30,34,NO,NO,-7,45.5,Paul Brown Stadium
2010,DET,20,24,CHI,CHI,-5.5,43.5,Ford Field
2010,GB,34,16,SF,GB,-9,41,Lambeau Field
2010,IND,35,38,DAL,IND,-5.5,48,Lucas Oil Stadium
2010,KC,10,6,DEN,KC,-8,48.5,Arrowhead Stadium
2010,MIA,10,13,CLE,MIA,-6,43.5,Hard Rock Stadium
2010,MIN,38,14,BUF,MIN,-5,44,Mall of America Field
2010,NYG,31,7,WAS,NYG,-7.5,43,MetLife Stadium
2010,LAC,13,28,LVR,LAC,-13,44.5,Qualcomm Stadium
2010,SEA,31,14,CAR,SEA,-5,40,CenturyLink Field
2010,TB,24,28,ATL,ATL,-3,43.5,Raymond James Stadium
2010,TEN,6,17,JAX,TEN,-3,43.5,Nissan Stadium
2010,NE,45,3,NYJ,NE,-4,44.5,Gillette Stadium
2010,TEN,28,30,IND,IND,-4,44,Nissan Stadium
2010,ARI,43,13,DEN,DEN,-4,44,University of Phoenix Stadium
2010,BUF,13,6,CLE,PICK,0,39,New Era Field
2010,CAR,10,31,ATL,ATL,-7.5,41,Bank of America Stadium
2010,CHI,7,36,NE,NE,-3,37,Soldier Field
2010,DAL,27,30,PHI,PHI,-4,51,AT&T Stadium
2010,DET,7,3,GB,GB,-7,46,Ford Field
2010,JAX,38,31,LVR,JAX,-3.5,41.5,TIAA Bank Field
2010,NO,31,13,LAR,NO,-9,47,Mercedes-Benz Superdome
2010,NYJ,6,10,MIA,NYJ,-5.5,38,MetLife Stadium
2010,PIT,23,7,CIN,PIT,-8,39.5,Heinz Field
2010,LAC,31,0,KC,LAC,-10,45.5,Qualcomm Stadium
2010,SF,40,21,SEA,SF,-5,43,Candlestick Park
2010,WAS,16,17,TB,TB,-1.5,41.5,FedEx Field
2010,HOU,28,34,BAL,BAL,-3,47,NRG Stadium
2010,LAC,34,7,SF,LAC,-10.5,45,Qualcomm Stadium
2010,BAL,30,24,NO,BAL,-2.5,44.5,M&T Bank Stadium
2010,CAR,19,12,ARI,CAR,-2.5,37.5,Bank of America Stadium
2010,CIN,19,17,CLE,PICK,0,41,Paul Brown Stadium
2010,DAL,33,30,WAS,DAL,-9.5,44.5,AT&T Stadium
2010,IND,34,24,JAX,IND,-4.5,48,Lucas Oil Stadium
2010,MIA,14,17,BUF,MIA,-5.5,40,Hard Rock Stadium
2010,NE,31,27,GB,NE,-14.5,43.5,Gillette Stadium
2010,NYG,31,38,PHI,NYG,-3,47,MetLife Stadium
2010,LVR,39,23,DEN,LVR,-8,42,Oakland Coliseum
2010,PIT,17,22,NYJ,PIT,-4,35.5,Heinz Field
2010,SEA,18,34,ATL,ATL,-6,46.5,CenturyLink Field
2010,LAR,13,27,KC,LAR,-3,42.5,Edward Jones Dome
2010,TB,20,23,DET,TB,-4,43,Raymond James Stadium
2010,TEN,31,17,HOU,TEN,-1,47,Nissan Stadium
2010,MIN,14,40,CHI,CHI,-7,33,TCF Bank Stadium
2010,PIT,27,3,CAR,PIT,-14.5,38,Heinz Field
2010,ARI,27,26,DAL,DAL,-7.5,45,University of Phoenix Stadium
2010,BUF,3,34,NE,NE,-9,45.5,New Era Field
2010,CHI,38,34,NYJ,CHI,-3,36,Soldier Field
2010,CIN,34,20,LAC,LAC,-8,43.5,Paul Brown Stadium
2010,CLE,10,20,BAL,BAL,-4,40,FirstEnergy Stadium
2010,DEN,24,23,HOU,HOU,-2.5,49.5,Sports Authority Field at Mile High
2010,GB,45,17,NYG,GB,-3,43,Lambeau Field
2010,JAX,17,20,WAS,JAX,-6.5,45,TIAA Bank Field
2010,KC,34,14,TEN,KC,-4,42.5,Arrowhead Stadium
2010,MIA,27,34,DET,MIA,-3.5,41,Hard Rock Stadium
2010,LVR,26,31,IND,IND,-2.5,47.5,Oakland Coliseum
2010,LAR,25,17,SF,LAR,-2.5,40,Edward Jones Dome
2010,TB,38,15,SEA,TB,-6,43.5,Raymond James Stadium
2010,ATL,14,17,NO,ATL,-2.5,49.5,Georgia Dome
2010,PHI,14,24,MIN,PHI,-14.5,44.5,Lincoln Financial Field
2010,ATL,31,10,CAR,ATL,-14.5,41.5,Georgia Dome
2010,BAL,13,7,CIN,BAL,-9.5,43,M&T Bank Stadium
2010,CLE,9,41,PIT,PIT,-6.5,38,FirstEnergy Stadium
2010,DEN,28,33,LAC,LAC,-3.5,47.5,Sports Authority Field at Mile High
2010,DET,20,13,MIN,DET,-3.5,43.5,Ford Field
2010,GB,10,3,CHI,GB,-10.5,43.5,Lambeau Field
2010,HOU,34,17,JAX,HOU,-4,48,NRG Stadium
2010,IND,23,20,TEN,IND,-9.5,48,Lucas Oil Stadium
2010,KC,10,31,LVR,KC,-4.5,43.5,Arrowhead Stadium
2010,NE,38,7,MIA,NE,-6,44,Gillette Stadium
2010,NO,13,23,TB,NO,-7,47,Mercedes-Benz Superdome
2010,NYJ,38,7,BUF,NYJ,-1.5,38,MetLife Stadium
2010,PHI,13,14,DAL,PICK,0,43.5,Lincoln Financial Field
2010,SF,38,7,ARI,SF,-6,39,Candlestick Park
2010,SEA,16,6,LAR,LAR,-3,41.5,CenturyLink Field
2010,WAS,14,17,NYG,NYG,-4,44.5,FedEx Field
2011,GB,42,34,NO,GB,-5,48,Lambeau Field
2011,ARI,28,21,CAR,ARI,-7,37.5,University of Phoenix Stadium
2011,BAL,35,7,PIT,BAL,-1.5,37,M&T Bank Stadium
2011,CHI,30,12,ATL,ATL,-1.5,41,Soldier Field
2011,CLE,17,27,CIN,CLE,-7,36.5,FirstEnergy Stadium
2011,HOU,34,7,IND,HOU,-9,44,NRG Stadium
2011,JAX,16,14,TEN,TEN,-1.5,38,TIAA Bank Field
2011,KC,7,41,BUF,KC,-3.5,40,Arrowhead Stadium
2011,NYJ,27,24,DAL,NYJ,-6,41,MetLife Stadium
2011,LAC,24,17,MIN,LAC,-8.5,43,Qualcomm Stadium
2011,SF,33,17,SEA,SF,-6,38,Candlestick Park
2011,LAR,13,31,PHI,PHI,-4,44.5,Edward Jones Dome
2011,TB,20,27,DET,TB,-1.5,43.5,Raymond James Stadium
2011,WAS,28,14,NYG,NYG,-2,40,FedEx Field
2011,DEN,20,23,LVR,DEN,-3,42,Sports Authority Field at Mile High
2011,MIA,24,38,NE,NE,-7.5,47,Hard Rock Stadium
2011,ATL,35,31,PHI,PHI,-2.5,49.5,Georgia Dome
2011,BUF,38,35,LVR,BUF,-4,41,New Era Field
2011,CAR,23,30,GB,GB,-11,45,Bank of America Stadium
2011,DEN,24,22,CIN,DEN,-3,41,Sports Authority Field at Mile High
2011,DET,48,3,KC,DET,-9,45,Ford Field
2011,IND,19,27,CLE,CLE,-1.5,39,Lucas Oil Stadium
2011,MIA,13,23,HOU,HOU,-3,47.5,Hard Rock Stadium
2011,MIN,20,24,TB,MIN,-1,41,Mall of America Field
2011,NE,35,21,LAC,NE,-7,53.5,Gillette Stadium
2011,NO,30,13,CHI,NO,-5,46.5,Mercedes-Benz Superdome
2011,NYJ,32,3,JAX,NYJ,-9,38.5,MetLife Stadium
2011,PIT,24,0,SEA,PIT,-14,40,Heinz Field
2011,SF,24,27,DAL,DAL,-3,41.5,Candlestick Park
2011,TEN,26,13,BAL,BAL,-6,39,Nissan Stadium
2011,WAS,22,21,ARI,WAS,-4.5,45,FedEx Field
2011,NYG,28,16,LAR,NYG,-7,44,MetLife Stadium
2011,BUF,34,31,NE,NE,-7.5,54.5,New Era Field
2011,CAR,16,10,JAX,CAR,-3.5,43.5,Bank of America Stadium
2011,CHI,17,27,GB,GB,-5,45.5,Soldier Field
2011,CIN,8,13,SF,CIN,-1,38.5,Paul Brown Stadium
2011,CLE,17,16,MIA,MIA,-2,42.5,FirstEnergy Stadium
2011,IND,20,23,PIT,PIT,-11,39.5,Lucas Oil Stadium
2011,MIN,23,26,DET,DET,-3,45,Mall of America Field
2011,NO,40,33,HOU,NO,-4,51,Mercedes-Benz Superdome
2011,LVR,34,24,NYJ,NYJ,-3,41,Oakland Coliseum
2011,PHI,16,29,NYG,PHI,-8,46.5,Lincoln Financial Field
2011,LAC,20,17,KC,LAC,-14.5,44.5,Qualcomm Stadium
2011,SEA,13,10,ARI,ARI,-3,43,CenturyLink Field
2011,LAR,7,37,BAL,BAL,-6,42,Edward Jones Dome
2011,TB,16,13,ATL,TB,-1,45,Raymond James Stadium
2011,TEN,17,14,DEN,TEN,-7,44,Nissan Stadium
2011,DAL,18,16,WAS,DAL,-3.5,45,AT&T Stadium
2011,ARI,27,31,NYG,NYG,-1.5,45,University of Phoenix Stadium
2011,BAL,34,17,NYJ,BAL,-5,43.5,M&T Bank Stadium
2011,CHI,34,29,CAR,CHI,-7,42,Soldier Field
2011,CIN,23,20,BUF,BUF,-3,43,Paul Brown Stadium
2011,CLE,13,31,TEN,CLE,-1.5,37.5,FirstEnergy Stadium
2011,DAL,30,34,DET,DAL,-2.5,46.5,AT&T Stadium
2011,GB,49,23,DEN,GB,-12,46.5,Lambeau Field
2011,HOU,17,10,PIT,HOU,-4,46.5,NRG Stadium
2011,JAX,10,23,NO,NO,-9,45,TIAA Bank Field
2011,KC,22,17,MIN,MIN,-3,40,Arrowhead Stadium
2011,LVR,19,31,NE,NE,-6.5,55.5,Oakland Coliseum
2011,PHI,23,24,SF,PHI,-10,43.5,Lincoln Financial Field
2011,LAC,26,16,MIA,LAC,-7,45,Qualcomm Stadium
2011,SEA,28,30,ATL,ATL,-6,39,CenturyLink Field
2011,LAR,10,17,WAS,WAS,-3,44,Edward Jones Dome
2011,TB,24,17,IND,TB,-10,40.5,Raymond James Stadium
2011,ATL,14,25,GB,GB,-6.5,53,Georgia Dome
2011,BUF,31,24,PHI,PHI,-3,53,New Era Field
2011,CAR,27,30,NO,NO,-6.5,51.5,Bank of America Stadium
2011,DEN,24,29,LAC,LAC,-3.5,46.5,Sports Authority Field at Mile High
2011,HOU,20,25,LVR,HOU,-4.5,48.5,NRG Stadium
2011,IND,24,28,KC,IND,-1.5,38,Lucas Oil Stadium
2011,JAX,20,30,CIN,CIN,-2.5,37,TIAA Bank Field
2011,MIN,34,10,ARI,MIN,-3.5,45,Mall of America Field
2011,NE,30,21,NYJ,NE,-7.5,50,Gillette Stadium
2011,NYG,25,36,SEA,NYG,-10,43.5,MetLife Stadium
2011,PIT,38,17,TEN,PIT,-3,40,Heinz Field
2011,SF,48,3,TB,SF,-3,41.5,Candlestick Park
2011,DET,24,13,CHI,DET,-7,47,Ford Field
2011,ATL,31,17,CAR,ATL,-3.5,49.5,Georgia Dome
2011,BAL,29,14,HOU,BAL,-7,43.5,M&T Bank Stadium
2011,CHI,39,10,MIN,CHI,-2.5,42,Soldier Field
2011,CIN,27,17,IND,CIN,-4.5,40.5,Paul Brown Stadium
2011,DET,19,25,SF,DET,-5,45,Ford Field
2011,GB,24,3,LAR,GB,-14,47.5,Lambeau Field
2011,NE,20,16,DAL,NE,-7,54.5,Gillette Stadium
2011,NYG,27,24,BUF,NYG,-3,49,MetLife Stadium
2011,LVR,24,17,CLE,LVR,-6.5,45,Oakland Coliseum
2011,PIT,17,13,JAX,PIT,-12.5,40,Heinz Field
2011,TB,26,20,NO,NO,-6.5,49.5,Raymond James Stadium
2011,WAS,13,20,PHI,PHI,-3,46.5,FedEx Field
2011,NYJ,24,6,MIA,NYJ,-7.5,41.5,MetLife Stadium
2011,ARI,20,32,PIT,PIT,-4.5,46.5,University of Phoenix Stadium
2011,CAR,33,20,WAS,CAR,-2.5,44.5,Bank of America Stadium
2011,CLE,6,3,SEA,CLE,-3,41,FirstEnergy Stadium
2011,DAL,34,7,LAR,DAL,-14,43,AT&T Stadium
2011,DET,16,23,ATL,DET,-4.5,47,Ford Field
2011,MIA,15,18,DEN,DEN,-1,41.5,Hard Rock Stadium
2011,MIN,27,33,GB,GB,-11,47,Mall of America Field
2011,NO,62,7,IND,NO,-14,49,Mercedes-Benz Superdome
2011,NYJ,27,21,LAC,LAC,-1,43.5,MetLife Stadium
2011,LVR,0,28,KC,LVR,-3.5,41.5,Oakland Coliseum
2011,TEN,7,41,HOU,TEN,-2.5,44,Nissan Stadium
2011,JAX,12,7,BAL,BAL,-10.5,39,TIAA Bank Field
2011,BAL,30,27,ARI,BAL,-11.5,43,M&T Bank Stadium
2011,CAR,21,24,MIN,CAR,-3,47,Bank of America Stadium
2011,DEN,10,45,DET,DET,-3.5,43.5,Sports Authority Field at Mile High
2011,HOU,24,14,JAX,HOU,-10,41,NRG Stadium
2011,NYG,20,17,MIA,NYG,-10,43.5,MetLife Stadium
2011,PHI,34,7,DAL,PHI,-3,49.5,Lincoln Financial Field
2011,PIT,25,17,NE,NE,-3,52,Heinz Field
2011,SF,20,10,CLE,SF,-9.5,38.5,Candlestick Park
2011,SEA,12,34,CIN,CIN,-1.5,37.5,CenturyLink Field
2011,LAR,31,21,NO,NO,-14,48.5,Edward Jones Dome
2011,TEN,27,10,IND,TEN,-7.5,43.5,Nissan Stadium
2011,KC,23,20,LAC,LAC,-3,44.5,Arrowhead Stadium
2011,ARI,19,13,LAR,ARI,-3,41.5,University of Phoenix Stadium
2011,BUF,11,27,NYJ,BUF,-2.5,45,New Era Field
2011,DAL,23,13,SEA,DAL,-11,45,AT&T Stadium
2011,HOU,30,12,CLE,HOU,-10.5,41,NRG Stadium
2011,IND,7,31,ATL,ATL,-7,45.5,Lucas Oil Stadium
2011,KC,3,31,MIA,KC,-4,40.5,Arrowhead Stadium
2011,NE,20,24,NYG,NE,-9,51,Gillette Stadium
2011,NO,27,16,TB,NO,-9,50.5,Mercedes-Benz Superdome
2011,LVR,24,38,DEN,LVR,-7.5,42.5,Oakland Coliseum
2011,PIT,20,23,BAL,PIT,-3.5,42,Heinz Field
2011,LAC,38,45,GB,GB,-6,51,Qualcomm Stadium
2011,TEN,17,24,CIN,TEN,-3,41.5,Nissan Stadium
2011,WAS,11,19,SF,SF,-4.5,37.5,FedEx Field
2011,PHI,24,30,CHI,PHI,-8,47.5,Lincoln Financial Field
2011,LAC,17,24,LVR,LAC,-7,48,Qualcomm Stadium
2011,ATL,23,26,NO,ATL,-1,50,Georgia Dome
2011,CAR,3,30,TEN,CAR,-3.5,47.5,Bank of America Stadium
2011,CHI,37,13,DET,CHI,-3,42.5,Soldier Field
2011,CIN,17,24,PIT,PIT,-4,40.5,Paul Brown Stadium
2011,CLE,12,13,LAR,CLE,-3,36.5,FirstEnergy Stadium
2011,DAL,44,7,BUF,DAL,-4.5,49,AT&T Stadium
2011,IND,3,17,JAX,JAX,-3,37.5,Lucas Oil Stadium
2011,KC,10,17,DEN,KC,-3.5,42.5,Arrowhead Stadium
2011,MIA,20,9,WAS,MIA,-4,38,Hard Rock Stadium
2011,NYJ,16,37,NE,NYJ,-2.5,47,MetLife Stadium
2011,PHI,17,21,ARI,PHI,-13,47.5,Lincoln Financial Field
2011,SF,27,20,NYG,SF,-4,42.5,Candlestick Park
2011,SEA,22,17,BAL,BAL,-7,39,CenturyLink Field
2011,TB,9,37,HOU,HOU,-4,45.5,Raymond James Stadium
2011,GB,45,7,MIN,GB,-13,50,Lambeau Field
2011,DEN,17,13,NYJ,NYJ,-6.5,38.5,Sports Authority Field at Mile High
2011,ATL,23,17,TEN,ATL,-6.5,44,Georgia Dome
2011,BAL,31,24,CIN,BAL,-7,40.5,M&T Bank Stadium
2011,CHI,31,20,LAC,CHI,-4.5,45.5,Soldier Field
2011,CLE,14,10,JAX,CLE,-1.5,34.5,FirstEnergy Stadium
2011,DET,49,35,CAR,DET,-7,47.5,Ford Field
2011,GB,35,26,TB,GB,-13.5,49,Lambeau Field
2011,MIA,35,8,BUF,MIA,-3,44,Hard Rock Stadium
2011,MIN,21,27,LVR,MIN,-2,46.5,Mall of America Field
2011,NYG,10,17,PHI,NYG,-6,45.5,MetLife Stadium
2011,SF,23,7,ARI,SF,-10,40.5,Candlestick Park
2011,LAR,7,24,SEA,LAR,-3,40,Edward Jones Dome
2011,WAS,24,27,DAL,DAL,-7,43,FedEx Field
2011,NE,34,3,KC,NE,-17,47,Gillette Stadium
2011,BAL,16,6,SF,BAL,-3.5,40.5,M&T Bank Stadium
2011,DAL,20,19,MIA,DAL,-7,46,AT&T Stadium
2011,DET,15,27,GB,GB,-4.5,55,Ford Field
2011,ATL,24,14,MIN,ATL,-10,44,Georgia Dome
2011,CIN,23,20,CLE,CIN,-7,38,Paul Brown Stadium
2011,IND,19,27,CAR,CAR,-3.5,46.5,Lucas Oil Stadium
2011,JAX,13,20,HOU,HOU,-6.5,37,TIAA Bank Field
2011,KC,9,13,PIT,PIT,-10.5,40.5,Arrowhead Stadium
2011,NYJ,28,24,BUF,NYJ,-9.5,42.5,MetLife Stadium
2011,LVR,25,20,CHI,LVR,-3,41,Oakland Coliseum
2011,PHI,20,38,NE,NE,-3.5,50.5,Lincoln Financial Field
2011,LAC,13,16,DEN,LAC,-5.5,42,Qualcomm Stadium
2011,SEA,17,23,WAS,SEA,-3,37.5,CenturyLink Field
2011,LAR,20,23,ARI,LAR,-2.5,40,Edward Jones Dome
2011,TEN,23,17,TB,TEN,-3,44,Nissan Stadium
2011,NO,49,24,NYG,NO,-7,51,Mercedes-Benz Superdome
2011,SEA,31,14,PHI,PHI,-3,43.5,CenturyLink Field
2011,ARI,19,13,DAL,DAL,-4.5,46.5,University of Phoenix Stadium
2011,BUF,17,23,TEN,BUF,-1,44,New Era Field
2011,CHI,3,10,KC,CHI,-9,35,Soldier Field
2011,CLE,10,24,BAL,BAL,-7,38.5,FirstEnergy Stadium
2011,HOU,17,10,ATL,ATL,-2,38,NRG Stadium
2011,MIA,34,14,LVR,MIA,-3,43,Hard Rock Stadium
2011,MIN,32,35,DEN,MIN,-1.5,37.5,Mall of America Field
2011,NE,31,24,IND,NE,-20.5,48.5,Gillette Stadium
2011,NO,31,17,DET,NO,-9,54.5,Mercedes-Benz Superdome
2011,NYG,35,38,GB,GB,-7,54,MetLife Stadium
2011,PIT,35,7,CIN,PIT,-7,43,Heinz Field
2011,SF,26,0,LAR,SF,-14.5,38.5,Candlestick Park
2011,TB,19,38,CAR,CAR,-2.5,46.5,Raymond James Stadium
2011,WAS,19,34,NYJ,NYJ,-3,38.5,FedEx Field
2011,JAX,14,38,LAC,LAC,-3,39.5,TIAA Bank Field
2011,PIT,14,3,CLE,PIT,-14,40,Heinz Field
2011,ARI,21,19,SF,SF,-3.5,40,University of Phoenix Stadium
2011,BAL,24,10,IND,BAL,-16.5,41.5,M&T Bank Stadium
2011,CAR,23,31,ATL,ATL,-3,47.5,Bank of America Stadium
2011,CIN,19,20,HOU,CIN,-3,37,Paul Brown Stadium
2011,DAL,34,37,NYG,DAL,-4.5,50.5,AT&T Stadium
2011,DEN,13,10,CHI,DEN,-3.5,35.5,Sports Authority Field at Mile High
2011,DET,34,28,MIN,DET,-10,47,Ford Field
2011,GB,46,16,LVR,GB,-11.5,49.5,Lambeau Field
2011,JAX,41,14,TB,TB,-3,42,TIAA Bank Field
2011,MIA,10,26,PHI,MIA,-3,44.5,Hard Rock Stadium
2011,NYJ,37,10,KC,NYJ,-10.5,35.5,MetLife Stadium
2011,LAC,37,10,BUF,LAC,-7,49,Qualcomm Stadium
2011,TEN,17,22,NO,NO,-3.5,48,Nissan Stadium
2011,WAS,27,34,NE,NE,-7.5,47,FedEx Field
2011,SEA,30,13,LAR,SEA,-9.5,37,CenturyLink Field
2011,ATL,41,14,JAX,ATL,-13.5,42,Georgia Dome
2011,TB,15,31,DAL,DAL,-7,47,Raymond James Stadium
2011,ARI,20,17,CLE,ARI,-6.5,37.5,University of Phoenix Stadium
2011,BUF,23,30,MIA,BUF,-1.5,40.5,New Era Field
2011,CHI,14,38,SEA,CHI,-3.5,35,Soldier Field
2011,DEN,23,41,NE,NE,-7.5,47.5,Sports Authority Field at Mile High
2011,HOU,13,28,CAR,HOU,-6,45.5,NRG Stadium
2011,IND,27,13,TEN,TEN,-6.5,41.5,Lucas Oil Stadium
2011,KC,19,14,GB,GB,-11.5,46,Arrowhead Stadium
2011,MIN,20,42,NO,NO,-7.5,53.5,Mall of America Field
2011,NYG,10,23,WAS,NYG,-6,46.5,MetLife Stadium
2011,LVR,27,28,DET,DET,-1.5,47.5,Oakland Coliseum
2011,PHI,45,19,NYJ,PHI,-3,44,Lincoln Financial Field
2011,LAC,34,14,BAL,BAL,-2.5,44,Qualcomm Stadium
2011,LAR,13,20,CIN,CIN,-7,39,Edward Jones Dome
2011,SF,20,3,PIT,SF,-3,37,Candlestick Park
2011,IND,19,16,HOU,HOU,-7,40.5,Lucas Oil Stadium
2011,BAL,20,14,CLE,BAL,-11,38,M&T Bank Stadium
2011,BUF,40,14,DEN,DEN,-3,43.5,New Era Field
2011,CAR,48,16,TB,CAR,-7.5,48,Bank of America Stadium
2011,CIN,23,16,ARI,CIN,-4,41,Paul Brown Stadium
2011,DAL,7,20,PHI,PHI,-2.5,50,AT&T Stadium
2011,DET,38,10,LAC,LAC,-1,53,Ford Field
2011,KC,13,16,LVR,KC,-3,43,Arrowhead Stadium
2011,NE,27,24,MIA,NE,-7.5,49.5,Gillette Stadium
2011,NYJ,14,29,NYG,NYJ,-3,46,MetLife Stadium
2011,PIT,27,0,LAR,PIT,-10,34,Heinz Field
2011,SEA,17,19,SF,SF,-2.5,37,CenturyLink Field
2011,TEN,23,17,JAX,TEN,-8.5,38.5,Nissan Stadium
2011,WAS,26,33,MIN,WAS,-6,43,FedEx Field
2011,GB,35,21,CHI,GB,-13,42,Lambeau Field
2011,NO,45,16,ATL,NO,-7,52.5,Mercedes-Benz Superdome
2011,ARI,23,20,SEA,ARI,-2.5,40.5,University of Phoenix Stadium
2011,ATL,45,24,TB,ATL,-9.5,45,Georgia Dome
2011,CIN,16,24,BAL,BAL,-2.5,38,Paul Brown Stadium
2011,CLE,9,13,PIT,PIT,-7,33,FirstEnergy Stadium
2011,DEN,3,7,KC,DEN,-2,37.5,Sports Authority Field at Mile High
2011,GB,45,41,DET,DET,-6.5,42,Lambeau Field
2011,HOU,22,23,TEN,TEN,-2,38.5,NRG Stadium
2011,JAX,19,13,IND,JAX,-3,37,TIAA Bank Field
2011,MIA,19,17,NYJ,MIA,-2,39,Hard Rock Stadium
2011,MIN,13,17,CHI,MIN,-2.5,42,Mall of America Field
2011,NE,49,21,BUF,NE,-10,50,Gillette Stadium
2011,NO,45,17,CAR,NO,-7,55,Mercedes-Benz Superdome
2011,NYG,31,14,DAL,NYG,-3,47.5,MetLife Stadium
2011,LVR,26,38,LAC,LVR,-3,48.5,Oakland Coliseum
2011,PHI,34,10,WAS,PHI,-7,44.5,Lincoln Financial Field
2011,LAR,27,34,SF,SF,-12.5,34.5,Edward Jones Dome
2012,NYG,17,24,DAL,NYG,-4,46,MetLife Stadium
2012,ARI,20,16,SEA,SEA,-3,41,University of Phoenix Stadium
2012,CHI,41,21,IND,CHI,-10,42.5,Soldier Field
2012,CLE,16,17,PHI,PHI,-9.5,42,FirstEnergy Stadium
2012,DEN,31,19,PIT,DEN,-2,45.5,Sports Authority Field at Mile High
2012,DET,27,23,LAR,DET,-9,46.5,Ford Field
2012,GB,22,30,SF,GB,-5.5,46.5,Lambeau Field
2012,HOU,30,10,MIA,HOU,-13.5,41.5,NRG Stadium
2012,KC,24,40,ATL,ATL,-2.5,43,Arrowhead Stadium
2012,MIN,26,23,JAX,MIN,-3.5,38,Mall of America Field
2012,NO,32,40,WAS,NO,-9,50.5,Mercedes-Benz Superdome
2012,NYJ,48,28,BUF,NYJ,-3,39,MetLife Stadium
2012,TB,16,10,CAR,CAR,-3,45.5,Raymond James Stadium
2012,TEN,13,34,NE,NE,-6.5,48,Nissan Stadium
2012,BAL,44,13,CIN,BAL,-7,43,M&T Bank Stadium
2012,LVR,14,22,LAC,LVR,-1,47.5,Oakland Coliseum
2012,GB,23,10,CHI,GB,-5.5,51,Lambeau Field
2012,BUF,35,17,KC,BUF,-3,45,New Era Field
2012,CAR,35,27,NO,NO,-3,54,Bank of America Stadium
