schedule_season,team_home,score_home,score_away,team_away,team_favorite_id,spread_favorite,over_under_line,stadium
2004,WAS,10,17,BAL,PICK,0,34,FedEx Field
2004,GB,27,48,TEN,GB,-3,44,Lambeau Field
2004,ATL,21,20,LAC,ATL,-5.5,43,Georgia Dome
2004,BUF,20,13,MIA,BUF,-4.5,30,New Era Field
2004,CHI,10,13,WAS,CHI,-1.5,33.5,Soldier Field
2004,CLE,34,17,CIN,CLE,-3,40,FirstEnergy Stadium
2004,DAL,20,24,PIT,DAL,-3,39,Texas Stadium
2004,DET,10,38,GB,DET,-3,45,Ford Field
2004,JAX,22,16,KC,KC,-2.5,44,TIAA Bank Field
2004,NE,30,20,SEA,NE,-3.5,42,Gillette Stadium
2004,NO,31,38,MIN,MIN,-3.5,53,Mercedes-Benz Superdome
2004,NYJ,22,14,SF,NYJ,-9.5,43,Giants Stadium
2004,LVR,3,31,DEN,DEN,-2.5,42,Oakland Coliseum
2004,PHI,30,8,CAR,PHI,-10,42,Lincoln Financial Field
2004,TEN,10,20,HOU,TEN,-5.5,46,Nissan Stadium
2004,LAR,28,21,TB,LAR,-6.5,42.5,Edward Jones Dome
2004,ARI,25,17,SEA,SEA,-6.5,40,University of Phoenix Stadium
2004,BAL,20,6,BUF,BAL,-4.5,31,M&T Bank Stadium
2004,CAR,6,17,LAC,CAR,-3,42,Bank of America Stadium
2004,CLE,31,34,PHI,PHI,-7,41.5,FirstEnergy Stadium
2004,GB,41,20,DAL,GB,-4,44,Lambeau Field
2004,IND,24,27,JAX,IND,-9,47,RCA Dome
2004,KC,56,10,ATL,KC,-3.5,44.5,Arrowhead Stadium
2004,MIA,31,14,LAR,LAR,-5,37.5,Hard Rock Stadium
2004,MIN,20,3,TEN,MIN,-6,53,Mall of America Field
2004,NE,13,7,NYJ,NE,-6,43.5,Gillette Stadium
2004,NYG,13,28,DET,NYG,-7,40,Giants Stadium
2004,LVR,26,31,NO,LVR,-3,45.5,Oakland Coliseum
2004,TB,19,7,CHI,TB,-7,32,Raymond James Stadium
2004,CIN,23,10,DEN,DEN,-7,42.5,Paul Brown Stadium
2004,BUF,38,14,ARI,BUF,-4.5,33.5,New Era Field
2004,CHI,23,13,SF,CHI,-2,35.5,Soldier Field
2004,DAL,31,21,DET,DAL,-3,40,Texas Stadium
2004,DEN,28,41,ATL,DEN,-7,39.5,Sports Authority Field at Mile High
2004,HOU,20,6,JAX,HOU,-2,42,NRG Stadium
2004,KC,45,35,IND,IND,-1,56.5,Arrowhead Stadium
2004,MIN,13,34,NYG,MIN,-6.5,48.5,Mall of America Field
2004,PHI,15,10,BAL,PHI,-7.5,37,Lincoln Financial Field
2004,PIT,34,20,NE,NE,-3,42,Heinz Field
2004,LAC,42,14,LVR,LAC,-6,46,Qualcomm Stadium
2004,SEA,23,17,CAR,SEA,-8,39,CenturyLink Field
2004,TEN,27,20,CIN,TEN,-3,39.5,Nissan Stadium
2004,WAS,14,28,GB,GB,-1,40.5,FedEx Field
2004,NYJ,41,14,MIA,NYJ,-7,35.5,Giants Stadium
2004,BAL,27,13,CLE,BAL,-6,35,M&T Bank Stadium
2004,BUF,22,17,NYJ,NYJ,-3,34,New Era Field
2004,CAR,24,27,LVR,CAR,-6,41,Bank of America Stadium
2004,CIN,26,3,DAL,PICK,0,44,Paul Brown Stadium
2004,DEN,31,13,HOU,DEN,-7,44,Sports Authority Field at Mile High
2004,DET,10,17,WAS,DET,-3.5,37,Ford Field
2004,MIA,23,24,ARI,MIA,-3,34.5,Hard Rock Stadium
2004,NYG,21,28,CHI,NYG,-9,34.5,Giants Stadium
2004,PIT,27,3,PHI,PHI,-1.5,44.5,Heinz Field
2004,LAC,43,17,NO,LAC,-6.5,49.5,Qualcomm Stadium
2004,SF,27,42,SEA,SEA,-7,40.5,Candlestick Park
2004,LAR,22,40,NE,LAR,-2.5,49.5,Edward Jones Dome
2004,TB,34,31,KC,KC,-3,45.5,Raymond James Stadium
2004,IND,31,28,MIN,IND,-7,58,RCA Dome
2004,ARI,17,14,NYG,ARI,-1,39,University of Phoenix Stadium
2004,ATL,24,14,TB,ATL,-3.5,41,Georgia Dome
2004,CLE,10,24,PIT,PIT,-3.5,41,FirstEnergy Stadium
2004,GB,34,31,MIN,GB,-4.5,50,Lambeau Field
2004,IND,49,14,HOU,IND,-8.5,54.5,RCA Dome
2004,JAX,23,17,DET,JAX,-3.5,34.5,TIAA Bank Field
2004,NE,29,6,BUF,NE,-7,38,Gillette Stadium
2004,NO,27,20,KC,KC,-3.5,56.5,Mercedes-Benz Superdome
2004,NYJ,17,20,BAL,BAL,-1,32,Giants Stadium
2004,SF,27,37,CAR,SF,-1.5,41.5,Candlestick Park
2004,LAR,23,12,SEA,SEA,-2.5,50.5,Edward Jones Dome
2004,TEN,17,19,CHI,TEN,-5.5,34,Nissan Stadium
2004,WAS,10,17,CIN,WAS,-4,36.5,FedEx Field
2004,DAL,21,49,PHI,PHI,-7,43,Texas Stadium
2004,BAL,30,10,DAL,BAL,-7.5,36,M&T Bank Stadium
2004,BUF,37,17,LAR,BUF,-2,40,New Era Field
2004,CAR,35,10,ARI,CAR,-3,38,Bank of America Stadium
2004,CHI,10,41,IND,IND,-8,44.5,Soldier Field
2004,CIN,14,19,PIT,PIT,-4,40.5,Paul Brown Stadium
2004,CLE,7,10,NYJ,NYJ,-1.5,38,FirstEnergy Stadium
2004,HOU,13,16,GB,GB,-3,51,NRG Stadium
2004,JAX,15,18,TEN,JAX,-3,36,TIAA Bank Field
2004,MIN,22,19,DET,MIN,-8,48,Mall of America Field
2004,NO,13,34,DEN,DEN,-6,48.5,Mercedes-Benz Superdome
2004,NYG,10,14,ATL,ATL,-3,40,Giants Stadium
2004,LVR,17,23,LAC,LAC,-4.5,47.5,Oakland Coliseum
2004,PHI,28,6,WAS,PHI,-10,38.5,Lincoln Financial Field
2004,SEA,24,17,MIA,SEA,-9.5,37,CenturyLink Field
2004,TB,35,3,SF,TB,-8,42,Raymond James Stadium
2004,KC,19,27,NE,NE,-3,52,Arrowhead Stadium
2004,DAL,21,7,CHI,DAL,-3.5,36,Texas Stadium
2004,DET,9,41,IND,IND,-8.5,54,Ford Field
2004,ARI,3,13,NYJ,NYJ,-3,36.5,University of Phoenix Stadium
2004,ATL,24,21,NO,ATL,-9,47.5,Georgia Dome
2004,CAR,21,14,TB,TB,-3,39,Bank of America Stadium
2004,CIN,58,48,CLE,CIN,-6,37.5,Paul Brown Stadium
2004,DEN,24,25,LVR,DEN,-11.5,42.5,Sports Authority Field at Mile High
2004,HOU,31,21,TEN,HOU,-2,43,NRG Stadium
2004,KC,31,34,LAC,KC,-3,54,Arrowhead Stadium
2004,MIN,27,16,JAX,MIN,-6,45.5,Mall of America Field
2004,NE,24,3,BAL,NE,-7,34.5,Gillette Stadium
2004,NYG,6,27,PHI,PHI,-7,35.5,Giants Stadium
2004,PIT,16,7,WAS,PIT,-10,34.5,Heinz Field
2004,SF,17,24,MIA,PICK,0,37.5,Candlestick Park
2004,SEA,9,38,BUF,SEA,-4,38,CenturyLink Field
2004,GB,45,17,LAR,GB,-7,51,Lambeau Field
2004,BAL,26,27,CIN,BAL,-6.5,37,M&T Bank Stadium
2004,CHI,24,14,MIN,MIN,-7,40.5,Soldier Field
2004,CLE,15,42,NE,NE,-11,41,FirstEnergy Stadium
2004,DET,26,12,ARI,DET,-6,37,Ford Field
2004,IND,51,24,TEN,IND,-12,54,RCA Dome
2004,JAX,16,17,PIT,PIT,-3,35.5,TIAA Bank Field
2004,MIA,32,42,BUF,BUF,-5,34,Hard Rock Stadium
2004,NO,21,32,CAR,CAR,-2,46.5,Mercedes-Benz Superdome
2004,NYJ,29,7,HOU,NYJ,-7,42,Giants Stadium
2004,LVR,27,34,KC,KC,-1,52,Oakland Coliseum
2004,PHI,47,17,GB,PHI,-5.5,48.5,Lincoln Financial Field
2004,LAC,20,17,DEN,LAC,-3,46.5,Qualcomm Stadium
2004,LAR,16,6,SF,LAR,-11,49,Edward Jones Dome
2004,TB,27,0,ATL,TB,-2,39.5,Raymond James Stadium
2004,WAS,31,7,NYG,WAS,-3,33,FedEx Field
2004,SEA,39,43,DAL,SEA,-7,42,CenturyLink Field
2004,ARI,28,31,SF,ARI,-7,36,University of Phoenix Stadium
2004,ATL,35,10,LVR,ATL,-7.5,46,Georgia Dome
2004,BAL,37,14,NYG,BAL,-10,34,M&T Bank Stadium
2004,BUF,37,7,CLE,BUF,-11,38.5,New Era Field
2004,CAR,20,7,LAR,CAR,-7,44.5,Bank of America Stadium
2004,DAL,13,27,NO,DAL,-7,49,Texas Stadium
2004,DEN,20,17,MIA,DEN,-11.5,41,Sports Authority Field at Mile High
2004,GB,16,13,DET,GB,-9,41,Lambeau Field
2004,HOU,14,23,IND,IND,-10,57,NRG Stadium
2004,JAX,22,3,CHI,JAX,-7,34,TIAA Bank Field
2004,MIN,23,27,SEA,MIN,-6.5,54,Mall of America Field
2004,NE,35,28,CIN,NE,-10.5,47,Gillette Stadium
2004,PIT,17,6,NYJ,PIT,-4.5,35,Heinz Field
2004,LAC,31,24,TB,LAC,-4,42.5,Qualcomm Stadium
2004,WAS,14,17,PHI,PHI,-8,38.5,FedEx Field
2004,TEN,38,49,KC,KC,-2.5,53,Nissan Stadium
2004,ATL,34,31,CAR,ATL,-3.5,41,Georgia Dome
2004,NYG,30,33,PIT,PIT,-10,36.5,Giants Stadium
2004,SF,16,26,WAS,WAS,-6.5,36.5,Candlestick Park
2004,ARI,31,7,LAR,LAR,-3,41.5,University of Phoenix Stadium
2004,CHI,5,24,HOU,CHI,-1,34,Soldier Field
2004,CIN,17,33,BUF,BUF,-3,41,Paul Brown Stadium
2004,CLE,0,21,LAC,LAC,-8,35,FirstEnergy Stadium
2004,DET,27,28,MIN,MIN,-3,48.5,Ford Field
2004,GB,25,28,JAX,GB,-3.5,37,Lambeau Field
2004,IND,20,10,BAL,IND,-7.5,48.5,RCA Dome
2004,KC,45,17,DEN,DEN,-3,52.5,Arrowhead Stadium
2004,NYJ,37,14,SEA,NYJ,-6.5,41.5,Giants Stadium
2004,LVR,40,35,TEN,LVR,-3.5,49.5,Oakland Coliseum
2004,PHI,12,7,DAL,PHI,-11.5,45,Lincoln Financial Field
2004,TB,17,21,NO,TB,-7.5,43.5,Raymond James Stadium
2004,MIA,29,28,NE,NE,-10,44,Hard Rock Stadium
2004,MIN,31,34,GB,MIN,-3.5,56,Mall of America Field
2004,KC,31,30,LVR,KC,-9.5,60,Arrowhead Stadium
2004,TEN,16,37,DEN,DEN,-4,50.5,Nissan Stadium
2004,CIN,23,22,NYG,CIN,-6.5,46.5,Paul Brown Stadium
2004,DAL,13,10,WAS,WAS,-2.5,35,Texas Stadium
2004,DET,19,13,CHI,DET,-6,37,Ford Field
2004,IND,34,31,LAC,IND,-7,56,RCA Dome
2004,JAX,0,21,HOU,JAX,-6.5,36.5,TIAA Bank Field
2004,MIA,10,7,CLE,MIA,-9,40.5,Hard Rock Stadium
2004,NO,26,13,ATL,NO,-6.5,44,Mercedes-Benz Superdome
2004,NYJ,7,23,NE,PICK,0,41.5,Giants Stadium
2004,PIT,20,7,BAL,PIT,-5,34,Heinz Field
2004,SF,7,41,BUF,BUF,-10,41.5,Candlestick Park
2004,SEA,24,21,ARI,SEA,-7,44,CenturyLink Field
2004,TB,20,37,CAR,TB,-1.5,39,Raymond James Stadium
2004,LAR,20,7,PHI,LAR,-4,42.5,Edward Jones Dome
2004,ARI,12,7,TB,ARI,-4,38.5,University of Phoenix Stadium
2004,BAL,30,23,MIA,BAL,-11,33,M&T Bank Stadium
2004,BUF,24,29,PIT,BUF,-9.5,33,New Era Field
2004,CAR,18,21,NO,CAR,-7,46,Bank of America Stadium
2004,CHI,14,31,GB,CHI,-3,34,Soldier Field
2004,DEN,33,14,IND,DEN,-10,44,Sports Authority Field at Mile High
2004,HOU,14,22,CLE,HOU,-10,41,NRG Stadium
2004,NE,21,7,SF,NE,-13,37,Gillette Stadium
2004,NYG,28,24,DAL,NYG,-1,38.5,Giants Stadium
2004,LVR,6,13,JAX,JAX,-2.5,43,Oakland Coliseum
2004,PHI,10,38,CIN,CIN,-4,37.5,Lincoln Financial Field
2004,LAC,24,17,KC,KC,-6.5,51.5,Qualcomm Stadium
2004,SEA,28,26,ATL,SEA,-5.5,41,CenturyLink Field
2004,LAR,32,29,NYJ,NYJ,-3.5,46,Edward Jones Dome
2004,TEN,24,19,DET,DET,-2.5,45.5,Nissan Stadium
2004,WAS,21,18,MIN,MIN,-4,41,FedEx Field
2005,NE,30,20,LVR,NE,-7.5,50,Gillette Stadium
2005,BAL,7,24,IND,IND,-3,47,M&T Bank Stadium
2005,BUF,22,7,HOU,BUF,-4.5,39,New Era Field
2005,CAR,20,23,NO,CAR,-6.5,45.5,Bank of America Stadium
2005,CLE,13,27,CIN,CIN,-3.5,44.5,FirstEnergy Stadium
2005,DET,17,3,GB,DET,-3,46,Ford Field
2005,JAX,26,14,SEA,JAX,-3,40,TIAA Bank Field
2005,KC,27,7,NYJ,KC,-3,48.5,Arrowhead Stadium
2005,MIA,34,10,DEN,DEN,-4.5,38.5,Hard Rock Stadium
2005,MIN,13,24,TB,MIN,-6,43.5,Mall of America Field
2005,NYG,42,19,ARI,NYG,-1.5,37.5,Giants Stadium
2005,PIT,34,7,TEN,PIT,-7,40.5,Heinz Field
2005,LAC,24,28,DAL,LAC,-5,41,Qualcomm Stadium
2005,SF,28,25,LAR,LAR,-4.5,46,Candlestick Park
2005,WAS,9,7,CHI,WAS,-6,33,FedEx Field
2005,ATL,14,10,PHI,PHI,-2,41.5,Georgia Dome
2005,ARI,12,17,LAR,LAR,-1,44,University of Phoenix Stadium
2005,CAR,27,17,NE,NE,-3,44,Bank of America Stadium
2005,CHI,38,6,DET,DET,-2.5,34,Soldier Field
2005,CIN,37,8,MIN,CIN,-3,47,Paul Brown Stadium
2005,DEN,20,17,LAC,DEN,-3,44,Sports Authority Field at Mile High
2005,GB,24,26,CLE,GB,-7,43,Lambeau Field
2005,HOU,7,27,PIT,PIT,-4.5,39.5,NRG Stadium
2005,IND,10,3,JAX,IND,-9,46,RCA Dome
2005,NYJ,17,7,MIA,NYJ,-6,37,Giants Stadium
2005,LVR,17,23,KC,KC,-1.5,53,Oakland Coliseum
2005,PHI,42,3,SF,PHI,-11.5,43,Lincoln Financial Field
2005,SEA,21,18,ATL,SEA,-1,41.5,CenturyLink Field
2005,TB,19,3,BUF,TB,-2.5,35,Raymond James Stadium
2005,TEN,25,10,BAL,BAL,-3.5,36,Nissan Stadium
2005,DAL,13,14,WAS,DAL,-6,36,Texas Stadium
2005,NYG,27,10,NO,NYG,-3,43,Giants Stadium
2005,BUF,16,24,ATL,BUF,-3,36,New Era Field
2005,CHI,7,24,CIN,CIN,-3,39,Soldier Field
2005,GB,16,17,TB,TB,-3,38,Lambeau Field
2005,IND,13,6,CLE,IND,-13.5,47,RCA Dome
2005,MIA,27,24,CAR,CAR,-3.5,37.5,Hard Rock Stadium
2005,MIN,33,16,NO,MIN,-3.5,44.5,Mall of America Field
2005,NYJ,20,26,JAX,NYJ,-2.5,34.5,Giants Stadium
2005,PHI,23,20,LVR,PHI,-8.5,47,Lincoln Financial Field
2005,PIT,20,23,NE,PIT,-3,41.5,Heinz Field
2005,LAC,45,23,NYG,LAC,-5.5,42.5,Qualcomm Stadium
2005,SF,31,34,DAL,DAL,-6.5,41,Candlestick Park
2005,SEA,37,12,ARI,SEA,-6.5,42,CenturyLink Field
2005,LAR,31,27,TEN,LAR,-6.5,46,Edward Jones Dome
2005,DEN,30,10,KC,DEN,-2.5,49,Sports Authority Field at Mile High
2005,ATL,30,10,MIN,ATL,-6,44.5,Georgia Dome
2005,BAL,13,3,NYJ,BAL,-7.5,31.5,M&T Bank Stadium
2005,CIN,16,10,HOU,CIN,-9.5,41.5,Paul Brown Stadium
2005,JAX,7,20,DEN,JAX,-4,37.5,TIAA Bank Field
2005,KC,31,37,PHI,KC,-2.5,46.5,Arrowhead Stadium
2005,NE,17,41,LAC,NE,-5.5,47,Gillette Stadium
2005,NYG,44,24,LAR,NYG,-3,46,Giants Stadium
2005,LVR,19,13,DAL,LVR,-3,46,Oakland Coliseum
2005,TB,17,13,DET,TB,-6.5,35,Raymond James Stadium
2005,TEN,10,31,IND,IND,-7,45,Nissan Stadium
2005,WAS,20,17,SEA,WAS,-2,37,FedEx Field
2005,CAR,32,29,GB,CAR,-3,43,Bank of America Stadium
2005,ARI,20,24,CAR,CAR,-3,42,University of Phoenix Stadium
2005,ATL,28,31,NE,ATL,-2.5,43.5,Georgia Dome
2005,BUF,20,14,MIA,BUF,-2.5,33,New Era Field
2005,CLE,20,10,CHI,CLE,-3,35,FirstEnergy Stadium
2005,DAL,33,10,PHI,PHI,-3.5,44,Texas Stadium
2005,DEN,21,19,WAS,DEN,-7,34.5,Sports Authority Field at Mile High
2005,DET,35,17,BAL,DET,-2,33,Ford Field
2005,GB,52,3,NO,GB,-3,41,Lambeau Field
2005,HOU,20,34,TEN,HOU,-1.5,40.5,NRG Stadium
2005,JAX,23,20,CIN,JAX,-3,38,TIAA Bank Field
2005,NYJ,14,12,TB,TB,-3.5,32,Giants Stadium
2005,SF,3,28,IND,IND,-14,47,Candlestick Park
2005,LAR,31,37,SEA,LAR,-3,48,Edward Jones Dome
2005,LAC,22,24,PIT,LAC,-3,45.5,Qualcomm Stadium
2005,BAL,16,3,CLE,BAL,-4,33.5,M&T Bank Stadium
2005,BUF,27,17,NYJ,BUF,-3,33,New Era Field
2005,CHI,28,3,MIN,CHI,-2,37.5,Soldier Field
2005,DAL,16,13,NYG,DAL,-3.5,45.5,Texas Stadium
2005,DEN,28,20,NE,DEN,-3,44,Sports Authority Field at Mile High
2005,DET,20,21,CAR,PICK,0,42,Ford Field
2005,KC,28,21,WAS,KC,-6.5,42.5,Arrowhead Stadium
2005,LVR,14,27,LAC,PICK,0,50.5,Oakland Coliseum
2005,PIT,17,23,JAX,PIT,-5,36,Heinz Field
2005,SEA,42,10,HOU,SEA,-8.5,45.5,CenturyLink Field
2005,TB,27,13,MIA,TB,-4.5,33,Raymond James Stadium
2005,TEN,23,31,CIN,CIN,-3,44.5,Nissan Stadium
2005,IND,45,28,LAR,IND,-13,50.5,RCA Dome
2005,MIA,20,30,KC,KC,-1,42.5,Hard Rock Stadium
2005,ARI,20,10,TEN,ARI,-3,45,University of Phoenix Stadium
2005,CHI,10,6,BAL,CHI,-1,32,Soldier Field
2005,CIN,13,27,PIT,CIN,-3,43,Paul Brown Stadium
2005,CLE,10,13,DET,CLE,-3,36,FirstEnergy Stadium
2005,HOU,20,38,IND,IND,-14.5,44.5,NRG Stadium
2005,MIN,23,20,GB,MIN,-2,46,Mall of America Field
2005,NYG,24,23,DEN,NYG,-2,46.5,Giants Stadium
2005,LVR,38,17,BUF,LVR,-3,42,Oakland Coliseum
2005,PHI,20,17,LAC,PHI,-4,47,Lincoln Financial Field
2005,SEA,13,10,DAL,SEA,-3,45.5,CenturyLink Field
2005,LAR,28,17,NO,LAR,-5,50,Edward Jones Dome
2005,WAS,52,17,SF,WAS,-11.5,38,FedEx Field
2005,ATL,27,14,NYJ,ATL,-7.5,41,Georgia Dome
2005,CAR,38,13,MIN,CAR,-8,44,Bank of America Stadium
2005,CIN,21,14,GB,CIN,-7,46,Paul Brown Stadium
2005,DAL,34,13,ARI,DAL,-7,41,Texas Stadium
2005,DEN,49,21,PHI,DEN,-3,44,Sports Authority Field at Mile High
2005,DET,13,19,CHI,DET,-3,32.5,Ford Field
2005,HOU,19,16,CLE,HOU,-2,37.5,NRG Stadium
2005,NE,21,16,BUF,NE,-7,43.5,Gillette Stadium
2005,NO,6,21,MIA,NO,-2,41,Tiger Stadium (LSU)
2005,NYG,36,0,WAS,NYG,-3,41,Giants Stadium
2005,LAC,28,20,KC,LAC,-5,51,Qualcomm Stadium
2005,SF,15,10,TB,TB,-11.5,37,Candlestick Park
2005,LAR,24,21,JAX,JAX,-3,43,Edward Jones Dome
2005,TEN,25,34,LVR,LVR,-2,46,Nissan Stadium
2005,PIT,20,19,BAL,PIT,-8.5,33,Heinz Field
2005,ARI,19,33,SEA,SEA,-4.5,44,University of Phoenix Stadium
2005,BAL,9,21,CIN,CIN,-3.5,36,M&T Bank Stadium
2005,CLE,20,14,TEN,CLE,-3,39,FirstEnergy Stadium
2005,GB,10,20,PIT,PIT,-6.5,42,Lambeau Field
2005,JAX,21,14,HOU,JAX,-11,37.5,TIAA Bank Field
2005,KC,27,23,LVR,KC,-4.5,51.5,Arrowhead Stadium
2005,MIA,10,17,ATL,ATL,-2,39.5,Hard Rock Stadium
2005,MIN,27,14,DET,DET,-1.5,37.5,Mall of America Field
2005,NO,17,20,CHI,CHI,-2.5,34.5,Tiger Stadium (LSU)
2005,NYJ,26,31,LAC,LAC,-5.5,41.5,Giants Stadium
2005,SF,6,24,NYG,NYG,-9.5,42,Candlestick Park
2005,TB,14,34,CAR,PICK,0,36.5,Raymond James Stadium
2005,WAS,17,10,PHI,PICK,0,41,FedEx Field
2005,NE,21,40,IND,IND,-3,46.5,Gillette Stadium
2005,ATL,25,33,GB,ATL,-9.5,42,Georgia Dome
2005,BUF,14,3,KC,BUF,-2.5,42.5,New Era Field
2005,CAR,30,3,NYJ,CAR,-9.5,40.5,Bank of America Stadium
2005,CHI,17,9,SF,CHI,-12,33,Soldier Field
2005,DET,29,21,ARI,DET,-4,40,Ford Field
2005,IND,31,17,HOU,IND,-17,45,RCA Dome
2005,JAX,30,3,BAL,JAX,-8,34,TIAA Bank Field
2005,MIA,16,23,NE,NE,-2.5,40,Hard Rock Stadium
2005,NYG,21,24,MIN,NYG,-10,45,Giants Stadium
2005,LVR,17,31,DEN,DEN,-2.5,47,Oakland Coliseum
2005,PIT,34,21,CLE,PIT,-7.5,34.5,Heinz Field
2005,SEA,31,16,LAR,SEA,-7,48.5,CenturyLink Field
2005,TB,36,35,WAS,WAS,-1,34,Raymond James Stadium
2005,PHI,20,21,DAL,PHI,-3,40,Lincoln Financial Field
2005,ATL,27,30,TB,ATL,-6,38,Georgia Dome
2005,BAL,16,13,PIT,PIT,-4,34.5,M&T Bank Stadium
2005,CHI,13,3,CAR,CAR,-3,34.5,Soldier Field
2005,CIN,37,45,IND,IND,-4.5,48.5,Paul Brown Stadium
2005,CLE,22,0,MIA,CLE,-2.5,34.5,FirstEnergy Stadium
2005,DAL,20,7,DET,DAL,-8,39,Texas Stadium
2005,DEN,27,0,NYJ,DEN,-13,41,Sports Authority Field at Mile High
2005,HOU,17,45,KC,KC,-6.5,44.5,NRG Stadium
2005,NE,24,17,NO,NE,-10,45,Gillette Stadium
2005,NYG,27,17,PHI,NYG,-3.5,43,Giants Stadium
2005,LAC,48,10,BUF,LAC,-9,42,Qualcomm Stadium
2005,SF,25,27,SEA,SEA,-12,42.5,Candlestick Park
2005,LAR,28,38,ARI,LAR,-9,48,Edward Jones Dome
2005,TEN,28,31,JAX,JAX,-4,38,Nissan Stadium
2005,WAS,13,16,LVR,WAS,-6,42,FedEx Field
2005,GB,17,20,MIN,GB,-3.5,45,Lambeau Field
2005,DAL,21,24,DEN,DAL,-1.5,41,Texas Stadium
2005,DET,7,27,ATL,ATL,-3,40.5,Ford Field
2005,ARI,17,24,JAX,JAX,-3.5,41.5,University of Phoenix Stadium
2005,BUF,9,13,CAR,CAR,-4,36.5,New Era Field
2005,CIN,42,29,BAL,CIN,-9,36.5,Paul Brown Stadium
2005,HOU,27,33,LAR,LAR,-3.5,44.5,NRG Stadium
2005,KC,26,16,NE,KC,-3,51,Arrowhead Stadium
2005,MIN,24,12,CLE,MIN,-3.5,40,Mall of America Field
2005,NYJ,19,21,NO,NO,-1,37,Giants Stadium
2005,LVR,21,33,MIA,LVR,-7,42.5,Oakland Coliseum
2005,PHI,19,14,GB,PHI,-3.5,41.5,Lincoln Financial Field
2005,SEA,24,21,NYG,SEA,-5.5,47.5,CenturyLink Field
2005,TB,10,13,CHI,TB,-3,33,Raymond James Stadium
2005,TEN,33,22,SF,TEN,-7,42.5,Nissan Stadium
2005,WAS,17,23,LAC,LAC,-3,44,FedEx Field
2005,IND,26,7,PIT,IND,-8,47,RCA Dome
2005,BAL,16,15,HOU,BAL,-7,37,M&T Bank Stadium
2005,CAR,24,6,ATL,CAR,-3,43.5,Bank of America Stadium
2005,CHI,19,7,GB,CHI,-7,32,Soldier Field
2005,CLE,14,20,JAX,JAX,-3,36.5,FirstEnergy Stadium
2005,DET,16,21,MIN,MIN,-3,38,Ford Field
2005,IND,35,3,TEN,IND,-14,47.5,RCA Dome
2005,KC,31,27,DEN,PICK,0,47,Arrowhead Stadium
2005,MIA,24,23,BUF,MIA,-3,35.5,Hard Rock Stadium
2005,NE,16,3,NYJ,NE,-7.5,42.5,Gillette Stadium
2005,NO,3,10,TB,TB,-3.5,39,Tiger Stadium (LSU)
2005,NYG,17,10,DAL,NYG,-3,41,Giants Stadium
2005,PIT,31,38,CIN,PIT,-4,43,Heinz Field
2005,LAC,34,10,LVR,LAC,-10,50.5,Qualcomm Stadium
2005,SF,10,17,ARI,ARI,-3,43.5,Candlestick Park
2005,LAR,9,24,WAS,WAS,-3,45,Edward Jones Dome
2005,PHI,0,42,SEA,SEA,-3,44,Lincoln Financial Field
2005,ARI,13,17,WAS,WAS,-3,41.5,University of Phoenix Stadium
2005,BUF,7,35,NE,NE,-3.5,38,New Era Field
2005,CAR,10,20,TB,CAR,-5.5,37,Bank of America Stadium
2005,CIN,23,20,CLE,CIN,-12.5,41.5,Paul Brown Stadium
2005,DAL,31,28,KC,DAL,-3,44,Texas Stadium
2005,DEN,12,10,BAL,DEN,-14,40.5,Sports Authority Field at Mile High
2005,GB,16,13,DET,GB,-5.5,37,Lambeau Field
2005,JAX,18,26,IND,IND,-7.5,43,TIAA Bank Field
2005,MIN,27,13,LAR,MIN,-7,45.5,Mall of America Field
2005,NYJ,26,10,LVR,LVR,-3,37.5,Giants Stadium
2005,PHI,23,26,NYG,NYG,-3,40,Lincoln Financial Field
2005,PIT,21,9,CHI,PIT,-4,32,Heinz Field
2005,LAC,21,23,MIA,LAC,-13.5,45,Qualcomm Stadium
2005,SEA,41,3,SF,SEA,-15.5,45,CenturyLink Field
2005,TEN,13,10,HOU,TEN,-6.5,44,Nissan Stadium
2005,ATL,36,17,NO,ATL,-10,44,Georgia Dome
2005,BUF,17,28,DEN,DEN,-8,35,New Era Field
2005,NE,28,0,TB,NE,-4.5,36,Gillette Stadium
2005,NYG,27,17,KC,NYG,-3,45.5,Giants Stadium
2005,CHI,16,3,ATL,CHI,-3,30.5,Soldier Field
2005,DET,17,41,CIN,CIN,-7.5,44,Ford Field
2005,HOU,30,19,ARI,ARI,-1,43.5,NRG Stadium
2005,IND,17,26,LAC,IND,-7.5,51,RCA Dome
2005,JAX,10,9,SF,JAX,-14.5,39.5,TIAA Bank Field
2005,MIA,24,20,NYJ,MIA,-7.5,35.5,Hard Rock Stadium
2005,MIN,3,18,PIT,PIT,-3,41.5,Mall of America Field
2005,NO,10,27,CAR,CAR,-7,40.5,Tiger Stadium (LSU)
2005,LVR,7,9,CLE,LVR,-3,40.5,Oakland Coliseum
2005,LAR,16,17,PHI,LAR,-3,44,Edward Jones Dome
2005,TEN,24,28,SEA,SEA,-7.5,45,Nissan Stadium
2005,WAS,35,7,DAL,WAS,-3,36,FedEx Field
2005,BAL,48,3,GB,BAL,-3.5,33,M&T Bank Stadium
2005,ARI,27,21,PHI,ARI,-1,39.5,University of Phoenix Stadium
2005,CAR,20,24,DAL,CAR,-5.5,38.5,Bank of America Stadium
2005,CIN,27,37,BUF,CIN,-13,44,Paul Brown Stadium
